,name,ingredients,steps,url
398,法式吐司 {露營OK},"['吐司:2~3片', '雞蛋:２顆', '牛奶:50 g', '糖:30g或隨意', '奶油:15g', '糖粉 (完成後使用):少許', '蜂蜜或楓糖 (完成後使用):一些']","['1:吐司切成四小塊 (也可整片不切);  將雞蛋、牛奶、糖放入平底調理盆中攪拌至均勻', '2:吐司放入料理盆中，四面沾滿蛋液', '3:鍋中放奶油，以小火熱鍋至奶油融化', '4:兩面煎至金黃即可', '5:＊也可直接將整片吐司沾蛋液煎，方法相同', '6:輕輕灑上一層糖粉，淋上蜂蜜或楓糖，就是一份充滿甜蜜滋味的早餐囉!']",https://icook.tw//recipes/111356
399,番茄蔬菜小熱狗湯 {露營ok},"['洋蔥:半顆', '牛番茄:大一顆', '高麗菜:中型1/3顆', '馬鈴薯:1顆', '紅蘿蔔:1顆', '小熱狗:3條(可省)', '有機蕃茄泥:2大匙']","['1:將所有材料切丁、切小塊放入鍋中', '2:加水覆蓋食材', '3:蓋上鍋蓋煮20~30分', '4:加入蕃茄泥再煮10分鐘後加鹽、一咪咪黑胡椒調味，完成！']",https://icook.tw//recipes/101173
400,【情人節】巧克力鍋 {露營ok},"['70％巧克力:50g', '奶油:20g', '鮮奶油:35g', '鮮奶:35g']","['1:將巧克力切小塊，與其他材料一同加入巧克力鍋中', '2:點上蠟燭，將巧克力鍋放在燭座上，待巧克力軟化後即可將所有材料攪拌均勻。']",https://icook.tw//recipes/101051
402,自製白醬蛤蜊麵 {露營ok},"['義大利麵:3~4份', '蒜頭:5~10瓣', '洋蔥:半顆', '蛤離:20~30顆', '紅蘿蔔圓切(蒸軟):2~5片', '*白醬:材料', '奶油:20g', '中筋麵粉:20g', '牛奶:150~200g', '洋蔥丁:少許']","['1:蛤蜊用水煮開', '2:熱油鍋，加入蒜頭及洋蔥炒軟', '3:加入白醬煮滾，酌量加入煮蛤蜊的湯汁調味鹹淡', '4:加入義大利麵翻拌均勻上汁', '5:擺盤上蛤蜊，紅蘿蔔用愛心模壓型  即完成!']",https://icook.tw//recipes/100857
403,(超快速+超簡單) 薑汁燒肉,"['豬肉片:150g', '薑泥:1大匙', '醬油:2.5大匙', '味醂:2大匙', '糖:1小匙', '米酒:1大匙', '蒜泥:0.5小匙', '水:3大匙']","['1:首先把豬肉片與醬料混合，並醃製10~15分鐘。(如果不想醃，可以在混均勻後直接進行下一個步驟。)', '2:起油鍋，將豬肉下鍋拌炒。', '3:等豬肉熟透，醬汁也減少後，就可準備起鍋。', '4:起鍋後，依照個人喜好放上配菜即可。是不是簡單到讓人無法相信，快點試試看吧。']",https://icook.tw//recipes/100350
404,核桃燕麥奶 {露營ok},"['牛奶:150cc', '燕麥片:約30g', '奶粉:30g', '核桃:5顆']","['1:小鍋中放入牛奶與奶粉攪拌均勻', '2:加入麥片，煮至滾後，關小火繼續煮', '3:放入4顆捏碎的核桃一起煮5分鐘', '4:熄火後將1顆捏碎的核桃灑上', '5:配上土司、自製果醬、與水果，即為一份營養早餐囉!']",https://icook.tw//recipes/99245
405,薑汁豬肉燒 {露營ok},"['豬肉片:300g', '洋蔥(切絲):1顆', '片栗粉:10g', '薑泥:25g', '糖:20g', '醬油:60g', '味霖:40g', '酒:40g']","['1:豬肉片以鹽、胡椒、(片栗粉) 抓一抓', '2:鍋中加一點油和洋蔥，將洋蔥炒軟。', '3:接著一片、一片將肉片放入。', '4:肉變白後開始翻炒。', '5:將醬汁組 調好，倒入鍋中，酌量加一點水(約與食材等高)，蓋上鍋蓋煮約10~15分鐘。', '6:等湯汁變濃稠即可熄火。', '7:開動了！']",https://icook.tw//recipes/98879
406,【日式副菜】香菇醬煮 (露營ok),"['各種菇類都可以:適量', '醬油:1大匙', '水:5大匙', '米霖:1/2大匙', '酒:1/2大湯匙', '糖:1~2g']","['1:將所有材料放入鍋中煮至滾，轉中小火煮10分鐘即可!', '2:即是完美配菜了!']",https://icook.tw//recipes/98824
407,小卷番茄義大利麵{露營ok},"['義大利麵:3~4把', '小番茄或牛番茄:一些', '蕃茄泥:一大匙', '蒜瓣:5~10顆', '洋蔥:半顆', '小卷:3~4條', '糖、鹽、香料鹽等:適量']","['1:湯鍋滾水加鹽，將義大利麵條煮熟。', '2:另熱鍋將蒜頭、洋蔥、蕃茄塊炒至軟。', '3:加入小卷炒白後，再加入番茄泥及少許水，蓋鍋煮滾至稠(約15分)。', '4:加一些糖、鹽、香料、胡椒鹽等調味。', '5:加入義大利麵攪拌均勻。 擺盤上桌!']",https://icook.tw//recipes/98820
408,麻油肉片湯 {露營ok},"['麻油:一些', '薑片:4~5片', '豬肉片:一盒', '大白菜:4大葉', '麵線:3~4把']","['1:鍋中倒一些麻油，放入薑片，熱鍋。', '2:加入豬肉片。', '3:豬肉片變白後，就可以稍微翻動炒。', '4:加入水或高湯 (或1:1)，至蓋過食材再多一點。', '5:蓋上鍋蓋煮10~15分。', '6:打開鍋蓋，鋪上大白菜，再蓋上鍋蓋煮10分鐘。', '7:另一鍋熱水，煮米線3分鐘，即可撈起放入碗中。', '8:麻油湯加一些鹽調味後，就熱騰騰的上桌啦!']",https://icook.tw//recipes/98801
409,全馬鈴薯煎餅 {露營ok},"['馬鈴薯:2顆', '鹽:1~2 g', '黑胡椒:一些']","['1:生馬鈴薯刨絲。', '2:將馬鈴薯絲放入調理盆中，加鹽及黑胡椒，略抓。', '3:煎鍋加一點橄欖油，熱鍋。', '4:用指尖抓一把馬鈴薯絲，先捏成球狀後，壓扁。', '5:放入鍋中，煎至咖啡色赤赤後，翻面。', '6:兩面都煎至微焦後，盛盤。完成!']",https://icook.tw//recipes/98743
410,自製鬆餅粉 {露營ok},"['中筋麵粉:150g', '無鋁泡打粉:5g', '牛奶:170~200g', '雞蛋 (中):2顆', '新鮮香草籽(可略):1/2~1條', '砂糖或蜂蜜:30g或15g']","['1:將香草夾切開，以刀尖刮出香草籽。', '2:將所有材料放入調理盆中攪拌均勻。(若時間足夠，調好後靜置10~15分更好)', '3:鬆餅糊的濃稠度以湯匙舀起，可順暢慢慢流下程度。', '4:以小火熱鍋，至手靠近時可感覺溫度。', '5:將鍋子從火爐上移開，鬆餅糊舀入鍋中，至7分滿。(若無模型鍋，將舀著麵糊的湯匙定點高高倒入鍋中，自然會形成圓形)', '6:待麵糊起泡泡（約8分鐘），就可一一翻面。', '7:再煎3～4分鐘左右即可取出。', '8:早餐完成!', '9:撒上糖粉，再淋上蜂蜜或楓糖，就可以享用嚕~']",https://icook.tw//recipes/98719
411,奶香高麗菜湯 {露營ok},"['洋蔥丁:1/4個', '高麗菜(小棵):1/3個', '中筋:15g', '鮮奶:150g', '起司片切丁:2片', '鹽與黑胡椒:調味用']","['1:湯鍋中放一些水或高湯，加入洋蔥丁及高麗菜，煮至軟。', '2:將麵粉及牛奶先在碗中攪拌均勻後，倒入湯鍋。', '3:燉煮約10~15分。', '4:加入起司丁，攪拌。', '5:加鹽及黑胡椒，調整至自己喜歡的鹹淡度。完成!']",https://icook.tw//recipes/98699
412,蕃茄燉牛肉     {露營OK},"['牛腱條:800~1000g', '牛番茄:大2顆', '白蘿蔔:1條', '蔥:2~3根', '薑:3片', '八角:1個', '主婦聯盟滷包:1個', '醬油:酌量', '冰糖:一些', '酒:一些']","['1:牛肉燙過後切塊', '2:鍋中放入所有材料 ，醬油蓋過約1/3食材，加水蓋過食材再多一些。', '3:蓋上鍋蓋。大火煮滾後，開小火慢燉', '4:大約40分後將滷包撈起，補充一些水續煮', '5:煮1.5小時，或至牛肉軟爛', '6:配上白飯，即為可口的【蕃茄牛肉飯】囉！']",https://icook.tw//recipes/98607
413,玉米濃湯 {露營ok},"['洋蔥丁:1/4顆', '玉米粒罐頭:1罐', '中筋麵粉:10~15g', '鮮奶:150g', '起司片切丁:1~2片', '無糖優格（可省）:20g 或酌量', '鹽:一些', '黑胡椒:一些']","['1:湯鍋放一些水或高湯加熱，煮軟洋蔥丁', '2:加入玉米略煮至滾', '3:將麵粉及牛奶先在碗中攪拌均勻後，倒入湯鍋', '4:加入起司丁及優格，攪拌', '5:加鹽及黑胡椒，調整至自己喜歡的鹹淡度', '6:放上兩片九層塔葉和紅椒丁裝飾。 完成！']",https://icook.tw//recipes/154562
414,(超快速+零失敗)親子丼,"['雞腿肉:2隻', '洋蔥:3分之1顆', '青蔥:1枝', '蛋:2顆', '柴魚醬油:4大匙', '味醂:3大匙', '米酒:1.5大匙', '水:150ml']","['1:首先將雞肉切塊、洋蔥切段、青蔥切成蔥花後備用。', '2:起油鍋將洋蔥炒香。', '3:加入醬油、味醂、米酒，約略拌炒讓洋蔥上色後，加入水並煮滾。', '4:水煮滾後把雞腿肉放入並煮熟。', '5:確定雞肉煮熟後，起鍋前加入蛋液，蓋上鍋蓋，等蛋悶煮到自己喜歡的熟度後就可以起鍋了。', '6:最後灑上蔥花，並依照各人喜好灑上七味辣粉和海苔即可，是不是非常簡單呢？快點試試看吧！']",https://icook.tw//recipes/98253
415,婆婆也誇獎。超簡單的豆干炒肉絲 !,"['豬里肌肉絲:150g', '豆干:5片', '大蒜末:3瓣', '辣椒絲:1根切絲', '蔥絲(配色用):1根切絲', '醬油:1大匙', '蠔油 (醬油膏也可:1大匙', '太白粉:1小匙', '醬油:1大匙', '清水:1大匙']","['1:醃肉絲 : 肉絲加入醃料，順時鐘方向攪拌到水份完全吸收，醃20分鐘備用(也可以前一天晚上先醃好放冰箱)', '2:豆干從橫剖面橫切成三等份，這樣等等切出來的豆干絲才會細緻好吃喔!', '3:剖三半的豆干再切成細絲', '4:豆干絲煮一鍋滾水，把豆干絲丟進去中火滾3分鐘，這樣可以讓豆干吃起來更軟嫩', '5:豆干絲煮一鍋滾水，把豆干絲丟進去中火滾3分鐘，這樣可以讓豆干吃起來更軟嫩', '6:熱鍋以後放入一大匙的油，把醃好的肉絲放到鍋子裡炒到五分熟後下蒜末跟辣椒爆香。', '7:加入豆干絲拌抄均勻以後，加入一大匙醬油炒到整鍋都均勻上色，再加入蠔油(或醬油膏) 就大功告成啦!', '8:灑上蔥絲，立刻上桌被搶食一空!!!']",https://icook.tw//recipes/98257
416,香蔥吐司捲~10分鐘早餐,"['肉鬆.火腿.起司:適量', '白吐司:4片', '雞蛋:2顆', '牛奶:50ML', '油(可省略):1小匙', '青蔥(切珠):2支']","['1:材料全混合(吐司.青蔥除外)備用', '2:將吐司兩面都均勻的沾上牛奶蛋液~(每面可停留5秒鐘.讓麵包吸足牛奶蛋液.成品會比較柔軟.)', '3:熱鍋(小火.乾鍋不加油)將土司放入.上頭在灑上青蔥珠(若不夠濕潤可以加上少許牛奶蛋液)', '4:煎至喜愛的焦度則可翻面', '5:另一面也是', '6:拿張烘焙紙舖底.蔥面土司朝下放..舖上喜愛的內餡(肉鬆.火腿.起司.鮪魚......)', '7:捲起(稍微施壓一下力道讓吐司捲定型)', '8:打開後切成方便入口的大小即可!!', '9:簡單的材料.也可以變成可口的早餐...:變身下午茶點也不錯喔!!']",https://icook.tw//recipes/97346
417,[留學生簡易食譜] 啤酒蝦,"['蝦子:20隻', '啤酒:350 c,c', '蒜頭、辣椒:適量']","['1:先爆香蒜頭與辣椒', '2:將蝦子放入鍋中，待殼稍微變色後，即可倒入啤酒，並且蓋上鍋蓋', '3:當蝦子都煮熟後，即可掀開鍋蓋並且撒上蔥花', '4:多餘的湯汁可以放入粉絲，充分吸收蝦子的日月精華！']",https://icook.tw//recipes/96462
418,酒蒸蛤蜊(電鍋版) @188懶人料理,"['蛤蜊:半斤', '蒜頭:2瓣', '蔥花:少許', '米酒:60~80 c.c.']","['1:蛤蜊洗淨、蒜頭切片、蔥白切碎、通通放進碗公裡，加入料理米酒，放進電鍋', '2:外鍋加水半杯(量米杯)，按下去蒸煮', '3:電鍋跳起後加入蔥綠，可再加一點奶油，味道會更香']",https://icook.tw//recipes/95046
419,蛤蠣絲瓜,"['蛤蠣:15顆左右', '絲瓜:中型1條', '薑絲:少許', '米酒:少許', '鮮味炒手:少許']","['1:在選購絲瓜時，宜挑選顏色翠綠，輕捏較軟嫩者。', '2:新鮮的蛤蠣魚購買回來後可用鹽水使其吐沙(約半小時的時間)', '3:將絲瓜切成細片(約1公分)，以方便煮食時可以較快軟爛', '4:開小火，將少許水燒開後加入薑絲和米酒燒煮約30秒，提出薑的味道', '5:倒入絲瓜稍微翻炒至出水貌', '6:將絲瓜平舖於鍋底加入蛤蠣後中火關蓋悶煮約2分鐘', '7:至蛤蠣皆煮熟後可稍微試試鹹度，若不足可加些鮮味炒手或鹽(烹煮蛤蜊時不需添加味精或過多的鹽，以免失去原有的鮮味)，調味完畢便可盛盤', '8:美味盛盤上桌囉~']",https://icook.tw//recipes/285776
422,起司火腿卷,"['去邊土司:2片', '火腿:2片', '起司:2片', '麵粉:少量', '胡椒粉:少許']",['1:土司壓扁放上起司、火腿捲起來，土司末端用麵粉糊固定，裹上蛋液，下鍋煎至四面金黃色即可。'],https://icook.tw//recipes/93544
424,絲瓜蛤蜊,"['蛤蜊:600g', '絲瓜:1條', '薑絲:少許', '米酒:半杯', '鹽:少許']","['1:將蛤蜊放入鹽水中吐沙，並將絲瓜去皮後，切成約1公分的厚度後備用。', '2:在鍋中倒入少許的油後，將薑絲下鍋爆香，再加入絲瓜，一直炒到絲瓜變軟。', '3:加入蛤蜊，稍微拌炒過後加入米酒(跟酒蒸蛤蜊的概念一樣)，蓋上鍋蓋煨煮。', '4:等到蛤蜊開口、熟了以後，加入少許的鹽巴調味即可。', '5:＊鍋中的水分完全都是絲瓜、蛤蜊和米酒的鮮甜味，趕快來試試吧。']",https://icook.tw//recipes/291040
425,金沙筊白筍,"['筊白筍:5枝', '鹹蛋:2顆', '蔥花:適量', '辣椒:1根', '蒜頭:3瓣']","['1:將筊白筍較粗糙的部分去除，並用滾刀切成小塊狀後備用。蛋黃切碎，蛋白的部分保留約一匙一樣切碎備用。辣椒，蒜頭，蔥，接切成末狀後備用。', '2:將筊白筍炒至表面帶焦黃後備用；(不想吃太油、煎太久的人可以加少量的水，幫助筊白筍更快熟成，但記得最後一定要收乾水份。)', '3:鍋中加入少量的油，將蒜末與鹹蛋黃一同加入拌炒，炒至鹹蛋黃起泡後，倒入筊白筍拌炒，等蛋黃均勻沾裹在筊白筍上後，再加入辣椒末、蔥花、鹹蛋蛋白(自己斟酌鹹度，本食譜加約一匙的量)，稍微拌炒後即可起鍋。', '4:＊因為鹹蛋黃跟鹹蛋白都有鹽分了，所以不需要再加其它調味料了。']",https://icook.tw//recipes/289334
426,保證好吃咖哩飯,"['梅花肉:300克', '馬鈴薯:2顆', '紅蘿蔔:1條', '洋蔥:2顆', '辣椒(可省略):少許', '咖哩塊:4小塊', '糖:1小匙', '醬油:1小匙', '黑胡椒:1/2小匙', '蘋果:適量', '養樂多或優格:適量', '咖啡粉:適量', '巧克力:適量']","['1:材料們~馬鈴薯大小切約紅蘿蔔的一倍大.因為馬鈴薯不耐煮.紅蘿蔔又必須久煮.這樣食材大小才會一致', '2:梅花肉煎到外焦(不用熟)', '3:加入洋蔥炒出香味(因為使用咖哩塊所以不必炒到焦糖化.若是使用咖哩粉.洋蔥必須切絲小火炒到焦糖化)', '4:倒入馬鈴薯.紅蘿蔔拌炒入糖.醬油.黑胡椒調味', '5:之後加水(稍微掩蓋食材即可)小火燉煮20分鐘', '6:加入咖哩塊融化', '7:此時可加入特殊材料咖啡或者優格~若是加蘋果要跟食材一起熬煮喔~~', '8:加入半熟蛋我超愛~', '9']",https://icook.tw//recipes/66311
427,五星級主廚快餐車的慢烤起司三明治,"['全麥醇奶吐司:2片', '花生醬:適量', '有鹽奶油:適量', '各種起司(至少三種):適量']","['1:吐司一面抹上奶油另一面塗花生醬(二片都要)', '2:奶油那面用平底鍋煎至焦香.', '3:擺上各種切片的起司(至少三種)', '4:合體~用最小火慢慢煎至起司融化(可以蓋上鍋蓋幫忙)', '5:外表酥酥脆脆充滿奶油香~', '6:內餡部分.....不解釋=.=']",https://icook.tw//recipes/90361
428,泡菜炒飯,"['泡菜:半杯', '燻肉:3片', '雞蛋:1個', '白飯:1碗', '蔥:一些']","['1:泡菜切碎（大概手指指甲一半的大小），燻肉和蔥切好', '2:用乾淨的平底鍋先小火煎雞蛋', '3:大火炒燻肉2分鐘', '4:加泡菜炒2分鐘', '5:再放入溫的飯一碗（冷隔夜飯用微波爐加熱一下）和炒飯醬料，炒2～3分鐘，如果飯黏鍋可以加一點油 （炒飯醬料： 泡菜汁（3）， 辣椒醬（0.3），糖（0.5）混合）', '6:泡菜炒飯就完成了！加芝麻油（1/2），雞蛋和切好的蔥，馬上上桌']",https://icook.tw//recipes/294151
429,自製鬆餅粉＆鬆餅好吃的秘訣,"['中筋麵粉:360g', '糖:4大匙', '泡打粉:2小匙', '小蘇打粉:1小匙', '鹽巴:0.5小匙', '鮮奶:300-320g', '蜂蜜:1-2大匙', '無鹽奶油:4大匙', '有機蛋:3-4顆', '鮮奶:480g', '蜂蜜:2大匙', '無鹽奶油:4大匙', '有機蛋:4顆']","['1:將所有乾性材料混合均勻，裝在一個密封罐中', '2:要製作鬆餅時，與濕性材料攪拌均勻至麵糊產生小泡泡，就可以再拌勻入鍋']",https://icook.tw//recipes/89335
430,豬肉咖哩,"['豬肉 （豬小里肌肉或梅花肉）:320g', '洋蔥:145g', '馬鈴薯 2個:淨重約400g', '胡蘿蔔:150g', '市售咖哩塊  4小塊:約75g', '水:600ml']","['1:豬肉切成2cm方塊；洋蔥切成塊狀；馬鈴薯及胡蘿蔔去皮，切半再切滾刀塊。:厚底鍋中倒入3大匙油燒熱，加入洋蔥塊以中火先炒2分鐘，待鍋底稍焦黃後轉小火再翻炒1分鐘', '2:轉中火，洋蔥挪到旁邊，倒入肉塊（不要重疊），最好煎到兩面焦黃 。', '3:加入馬鈴薯塊及胡蘿蔔塊，全部拌勻。:再加入水分（大約蓋過材料即可），蓋上蓋子燉煮至滾，再轉小火煮10分鐘。:掀開鍋蓋，加入咖哩塊，慢慢由鍋底往上翻，煮1-2分鐘至咖哩塊溶化。:蓋上鍋蓋，熄火，悶15分鐘即可。']",https://icook.tw//recipes/294457
431,蘋果咖哩雞,"['去骨坊仔雞腿肉:400g', '馬鈴薯:1顆', '紅蘿蔔:1根', '洋蔥:半顆', '蘋果:1顆', '牛頭牌咖哩塊(甘味):3顆', '番茄醬:2大匙', '清水:300cc', '鹽:1/2小匙']","['1:馬鈴薯 紅蘿蔔去皮切塊放電鍋蒸熟; 雞肉切塊加鹽抓醃入味', '2:洋蔥去皮切末; 蘋果去皮磨成泥', '3:取一平底鍋, 放入雞肉小火煎至由紅轉白, 天然油脂釋出...', '4:放入洋蔥炒至均勻接觸油面呈微軟, 即可放入捏碎的咖哩粉及蘋果泥...', '5:翻炒均勻至聞到咖哩香~即可放入蒸熟的馬鈴薯和紅蘿蔔, 加水改轉大火煮至滾...', '6:試味道? 依家人喜好添加番茄醬, 蓋上鍋蓋改轉小火悶煮約10分鐘, 待雞肉入味即完成。(其間打開鍋蓋3次, 攪拌鍋底以避免食材沉底燒焦)']",https://icook.tw//recipes/264253
